CONSECUTIVO;LETRA;CATALOG_KEY;NOMBRE;CAPITULO
193;A;A360;DIFTERIA FARÍNGEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
194;A;A361;DIFTERIA NASOFARÍNGEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
195;A;A362;DIFTERIA LARÍNGEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
196;A;A363;DIFTERIA CUTÁNEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
197;A;A368;OTRAS DIFTERIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
198;A;A369;DIFTERIA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
199;A;A37;TOS FERINA [TOS CONVULSIVA];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
200;A;A370;TOS FERINA DEBIDA A BORDETELLA PERTUSSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
201;A;A371;TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
202;A;A378;TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
203;A;A379;TOS FERINA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
204;A;A38X;ESCARLATINA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
205;A;A39;ENFERMEDAD MENINGOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
206;A;A390;MENINGITIS MENINGOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
207;A;A391;SÍNDROME DE WATERHOUSE-FRIDERICHSEN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
208;A;A392;MENINGOCOCEMIA AGUDA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
209;A;A393;MENINGOCOCEMIA CRÓNICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
210;A;A394;MENINGOCOCEMIA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
211;A;A395;ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
212;A;A398;OTRAS FORMAS DE ENFERMEDAD MENINGOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
213;A;A399;ENFERMEDAD MENINGOCÓCICA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
214;A;A40;SEPSIS ESTREPTOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
215;A;A400;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO A;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
216;A;A401;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO B;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
217;A;A402;SEPSIS DEBIDA A ESTREPTOCOCO, GRUPO D Y ENTEROCOCO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
218;A;A403;SEPSIS DEBIDA A STREPTOCOCCUS PNEUMONIAE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
219;A;A408;OTRAS SEPSIS ESTREPTOCÓCICAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
220;A;A409;SEPSIS ESTREPTOCÓCICA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
221;A;A41;OTRAS SEPSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
222;A;A410;SEPSIS DEBIDA A STAPHYLOCOCCUS AUREUS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
223;A;A411;SEPSIS DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
224;A;A412;SEPSIS DEBIDA A ESTAFILOCOCO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
225;A;A413;SEPSIS DEBIDA A HAEMOPHILUS INFLUENZAE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
226;A;A414;SEPSIS DEBIDA A ANAEROBIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
227;A;A415;SEPSIS DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
228;A;A418;OTRAS SEPSIS ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
229;A;A419;SEPSIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
230;A;A42;ACTINOMICOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
231;A;A420;ACTINOMICOSIS PULMONAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
232;A;A421;ACTINOMICOSIS ABDOMINAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
233;A;A422;ACTINOMICOSIS CERVICOFACIAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
234;A;A427;SEPSIS ACTINOMICÓTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
235;A;A428;OTRAS FORMAS DE ACTINOMICOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
236;A;A429;ACTINOMICOSIS, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
237;A;A43;NOCARDIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
238;A;A430;NOCARDIOSIS PULMONAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
239;A;A431;NOCARDIOSIS CUTÁNEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
240;A;A438;OTRAS FORMAS DE NOCARDIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
241;A;A439;NOCARDIOSIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
242;A;A44;BARTONELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
243;A;A440;BARTONELOSIS SISTÉMICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
244;A;A441;BARTONELOSIS CUTÁNEA Y MUCOCUTÁNEA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
245;A;A448;OTRAS FORMAS DE BARTONELOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
246;A;A449;BARTONELOSIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
247;A;A46X;ERISIPELA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
248;A;A48;OTRAS ENFERMEDADES BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
249;A;A480;GANGRENA GASEOSA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
250;A;A481;ENFERMEDAD DE LOS LEGIONARIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
251;A;A482;ENFERMEDAD DE LOS LEGIONARIOS NO NEUMÓNICA (FIEBRE DE PONTIAC);CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
252;A;A483;SÍNDROME DEL CHOQUE TÓXICO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
253;A;A484;FIEBRE PURPÚRICA BRASILEÑA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
254;A;A488;OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
255;A;A49;INFECCIÓN BACTERIANA DE SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
256;A;A490;INFECCIÓN ESTAFILOCÓCICA, SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
257;A;A491;INFECCIÓN ESTREPTOCÓCICA Y ENTEROCÓCICA DE SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
258;A;A492;INFECCIÓN POR HAEMOPHILUS INFLUENZAE, SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
259;A;A493;INFECCIÓN POR MICOPLASMA, SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
260;A;A498;OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
261;A;A499;INFECCIÓN BACTERIANA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
262;A;A50;SÍFILIS CONGÉNITA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
263;A;A500;SÍFILIS CONGÉNITA PRECOZ, SINTOMÁTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
264;A;A501;SÍFILIS CONGÉNITA PRECOZ, LATENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
265;A;A502;SÍFILIS CONGÉNITA PRECOZ, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
266;A;A503;OCULOPATÍA SIFILÍTICA CONGÉNITA TARDÍA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
267;A;A504;NEUROSÍFILIS CONGÉNITA TARDÍA [NEUROSÍFILIS JUVENIL];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
268;A;A505;OTRAS FORMAS DE SÍFILIS CONGÉNITA TARDÍA, SINTOMÁTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
269;A;A506;SÍFILIS CONGÉNITA TARDÍA, LATENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
270;A;A507;SÍFILIS CONGÉNITA TARDÍA, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
271;A;A509;SÍFILIS CONGÉNITA, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
272;A;A51;SÍFILIS PRECOZ;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
273;A;A510;SÍFILIS GENITAL PRIMARIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
274;A;A511;SÍFILIS PRIMARIA ANAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
275;A;A512;SÍFILIS PRIMARIA EN OTROS SITIOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
276;A;A513;SÍFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
277;A;A514;OTRAS SÍFILIS SECUNDARIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
278;A;A515;SÍFILIS PRECOZ, LATENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
279;A;A519;SÍFILIS PRECOZ, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
280;A;A52;SÍFILIS TARDÍA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
281;A;A520;SÍFILIS CARDIOVASCULAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
282;A;A521;NEUROSÍFILIS SINTOMÁTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
283;A;A522;NEUROSÍFILIS ASINTOMÁTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
284;A;A523;NEUROSÍFILIS NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
285;A;A527;OTRAS SÍFILIS TARDÍAS SINTOMÁTICAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
286;A;A528;SÍFILIS TARDÍA, LATENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
287;A;A529;SÍFILIS TARDÍA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
288;A;A53;OTRAS SÍFILIS Y LAS NO ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
289;A;A530;SÍFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDÍA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
290;A;A539;SÍFILIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
291;A;A54;INFECCIÓN GONOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
292;A;A540;INFECCIÓN GONOCÓCICA DEL TRACTO GENITOURINARIO INFERIOR SIN ABSCESO PERIURETRAL Y DE GLÁNDULA ACCESORIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
293;A;A541;INFECCIÓN GONOCÓCICA DEL TRACTO GENITOURINARIO INFERIOR CON ABSCESO PERIURETRAL Y DE GLÁNDULAS ACCESORIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
294;A;A542;PELVIPERITONITIS GONOCÓCICA Y OTRAS INFECCIONES GONOCÓCICAS GENITOURINARIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
295;A;A543;INFECCIÓN GONOCÓCICA DEL OJO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
296;A;A544;INFECCIÓN GONOCÓCICA DEL SISTEMA OSTEOMUSCULAR;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
297;A;A545;FARINGITIS GONOCÓCICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
298;A;A546;INFECCIÓN GONOCÓCICA DEL ANO Y DEL RECTO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
299;A;A548;OTRAS INFECCIONES GONOCÓCICAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
300;A;A549;INFECCIÓN GONOCÓCICA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
301;A;A55X;LINFOGRANULOMA (VENÉREO) POR CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
302;A;A56;OTRAS ENFERMEDADES DE TRANSMISIÓN SEXUAL DEBIDAS A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
303;A;A560;INFECCIÓN DEL TRACTO GENITOURINARIO INFERIOR DEBIDA A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
304;A;A561;INFECCIÓN DEL PELVIPERITONEO Y OTROS ÓRGANOS GENITOURINARIOS DEBIDA A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
305;A;A562;INFECCIONES DEL TRACTO GENITOURINARIO DEBIDAS A CLAMIDIAS, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
306;A;A563;INFECCIÓN DEL ANO Y DEL RECTO DEBIDA A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
307;A;A564;INFECCIÓN DE FARINGE DEBIDA A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
308;A;A568;INFECCIÓN DE TRANSMISIÓN SEXUAL DE OTROS SITIOS DEBIDA A CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
309;A;A57X;CHANCRO BLANDO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
310;A;A58X;GRANULOMA INGUINAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
311;A;A59;TRICOMONIASIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
312;A;A590;TRICOMONIASIS UROGENITAL;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
313;A;A598;TRICOMONIASIS DE OTROS SITOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
314;A;A599;TRICOMONIASIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
315;A;A60;INFECCIÓN ANOGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
316;A;A600;INFECCIÓN DE GENITALES Y TRAYECTO UROGENITAL DEBIDA A VIRUS DEL HERPES [HERPES SIMPLE];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
317;A;A601;INFECCIÓN DE LA PIEL PERIANAL Y RECTO POR VIRUS DEL HERPES SIMPLE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
318;A;A609;INFECCIÓN ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
319;A;A63;OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, NO CLASIFICADAS EN OTRA PARTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
320;A;A630;VERRUGAS (VENÉREAS) ANOGENITALES;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
321;A;A638;OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
322;A;A64X;ENFERMEDAD DE TRANSMISIÓN SEXUAL NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
323;A;A65X;SÍFILIS NO VENÉREA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
324;A;A66;FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
325;A;A660;LESIONES INICIALES DE FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
326;A;A661;LESIONES PAPILOMATOSAS MÚLTIPLES Y FRAMBESIA CON PASO DE CANGREJO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
327;A;A662;OTRAS LESIONES PRECOCES DE LA PIEL EN LA FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
328;A;A663;HIPERQUERATOSIS DE FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
329;A;A664;GOMA Y ÚLCERAS DE FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
330;A;A665;GANGOSA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
331;A;A666;LESIONES FRAMBÉSICAS DE LOS HUESOS Y DE LAS ARTICULACIONES;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
332;A;A667;OTRAS MANIFESTACIONES DE FRAMBESIA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
333;A;A668;FRAMBESIA LATENTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
334;A;A669;FRAMBESIA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
335;A;A67;PINTA [CARATE];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
336;A;A670;LESIONES PRIMARIAS DE LA PINTA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
337;A;A671;LESIONES INTERMEDIAS DE LA PINTA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
338;A;A672;LESIONES TARDÍAS DE LA PINTA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
339;A;A673;LESIONES MIXTAS DE LA PINTA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
340;A;A679;PINTA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
341;A;A68;FIEBRES RECURRENTES;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
342;A;A680;FIEBRE RECURRENTE TRANSMITIDA POR PIOJOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
343;A;A681;FIEBRE RECURRENTE TRANSMITIDA POR GARRAPATAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
344;A;A689;FIEBRE RECURRENTE, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
345;A;A69;OTRAS INFECCIONES CAUSADAS POR ESPIROQUETAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
346;A;A690;ESTOMATITIS ULCERATIVA NECROTIZANTE;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
347;A;A691;OTRAS INFECCIONES DE VINCENT;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
348;A;A692;ENFERMEDAD DE LYME;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
349;A;A698;OTRAS INFECCIONES ESPECIFICADAS POR ESPIROQUETAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
350;A;A699;INFECCIÓN POR ESPIROQUETA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
351;A;A70X;INFECCION DEBIDA A CHLAMYDIA PSITTACI;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
352;A;A71;TRACOMA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
353;A;A710;ESTADO INICIAL DE TRACOMA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
354;A;A711;ESTADO ACTIVO DE TRACOMA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
355;A;A719;TRACOMA, NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
356;A;A74;OTRAS ENFERMEDADES CAUSADAS POR CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
357;A;A740;CONJUNTIVITIS POR CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
358;A;A748;OTRAS ENFERMEDADES POR CLAMIDIAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
359;A;A749;INFECCIÓN POR CLAMIDIAS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
360;A;A75;TIFUS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
361;A;A750;TIFUS EPIDÉMICO DEBIDO A RICKETTSIA PROWAZEKII TRANSMITIDO POR PIOJOS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
362;A;A751;TIFUS RECRUDESCENTE [ENFERMEDAD DE BRILL];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
363;A;A752;TIFUS DEBIDO A RICKETTSIA TYPHI;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
364;A;A753;TIFUS DEBIDO A RICKETTSIA TSUTSUGAMUSHI;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
365;A;A759;TIFUS, NO ESPECIFICADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
366;A;A77;FIEBRE MACULOSA [RICKETTSIOSIS TRANSMITIDA POR GARRAPATAS];CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
367;A;A770;FIEBRE MACULOSA DEBIDA A RICKETTSIA RICKETTSII;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
368;A;A771;FIEBRE MACULOSA DEBIDA A RICKETTSIA CONORII;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
369;A;A772;FIEBRE MACULOSA DEBIDA A RICKETTSIA SIBERICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
370;A;A773;FIEBRE MACULOSA DEBIDA A RICKETTSIA AUSTRALIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
371;A;A778;OTRAS FIEBRES MACULOSAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
372;A;A779;FIEBRE MACULOSA, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
373;A;A78X;FIEBRE Q;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
374;A;A79;OTRAS RICKETTSIOSIS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
375;A;A790;FIEBRE DE LAS TRINCHERAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
376;A;A791;RICKETTSIOSIS PUSTULOSA DEBIDA A RICKETTSIA AKARI;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
377;A;A798;OTRAS RICKETTSIOSIS ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
378;A;A799;RICKETTSIOSIS, NO ESPECIFICADA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
379;A;A80;POLIOMIELITIS AGUDA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
380;A;A800;POLIOMIELITIS AGUDA PARALÍTICA, ASOCIADA A VACUNA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
381;A;A801;POLIOMIELITIS AGUDA PARALÍTICA DEBIDA A VIRUS SALVAJE IMPORTADO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
382;A;A802;POLIOMIELITIS AGUDA PARALÍTICA DEBIDA A VIRUS SALVAJE AUTÓCTONO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
383;A;A803;OTRAS POLIOMIELITIS AGUDAS PARALÍTICAS Y LAS NO ESPECIFICADAS;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
384;A;A804;POLIOMIELITIS AGUDA NO PARALÍTICA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
385;A;A809;POLIOMIELITIS AGUDA, SIN OTRA ESPECIFICACIÓN;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
386;A;A81;INFECCIONES DEL SISTEMA NERVIOSO CENTRAL POR VIRUS ATÍPICO;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
387;A;A810;ENFERMEDAD DE CREUTZFELDT-JAKOB;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
388;A;A811;PANENCEFALITIS ESCLEROSANTE SUBAGUDA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
389;A;A812;LEUCOENCEFALOPATÍA MULTIFOCAL PROGRESIVA;CIERTAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS
